GeneID	KEGG	KO	description	pathways	UniProt
AT5G61430	ath:AT5G61430	No_KO	--	(--,--)	Q9FLJ2
AT5G07680	ath:AT5G07680	No_KO	--	(--,--)	Q9FLR3
AT1G56010	ath:AT1G56010	No_KO	--	(--,--)	Q84TE6
AT5G39610	ath:AT5G39610	No_KO	--	(--,--)	Q9FKA0
AT1G10530	ath:AT1G10530	No_KO	--	(--,--)	Q7XJ59
AT3G12977	ath:AT3G12977	No_KO	--	(--,--)	Q9LSI1
AT2G47650	ath:AT2G47650	K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways'}	Q8S8T4
AT3G62830	ath:AT3G62830	K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways'}	Q9LZI2
AT3G26360	ath:AT3G26360	K02970	small subunit ribosomal protein S21	{'ath03010': 'Ribosome'}	F4JCI2
AT3G46440	ath:AT3G46440	K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways'}	Q9SN95
AT3G60220	ath:AT3G60220	K10663	E3 ubiquitin-protein ligase ATL4 [EC:2.3.2.27]	(--,--)	Q9LY41
AT1G30060	ath:AT1G30060	No_KO	--	(--,--)	Q9C8R5
AT2G01800	ath:AT2G01800	No_KO	--	(--,--)	B3H6U0
AT5G27900	No_KEGG	--	--	(--,--)	--
AT1G19710	ath:AT1G19710	No_KO	--	(--,--)	Q67Z55
AT2G44770	ath:AT2G44770	No_KO	--	(--,--)	O80516
AT5G17050	ath:AT5G17050	K10757	flavonol 3-O-glucosyltransferase [EC:2.4.1.91]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00944': 'Flavone and flavonol biosynthesis', 'ath01100': 'Metabolic pathways'}	Q9LFJ8
AT2G32800	ath:AT2G32800	No_KO	--	(--,--)	O48837
AT2G29730	ath:AT2G29730	No_KO	--	(--,--)	O82383
AT5G31668	No_KEGG	--	--	(--,--)	--
AT1G16400	ath:AT1G16400	K12155	homomethionine N-monooxygenase [EC:1.14.14.42]	{'ath00966': 'Glucosinolate biosynthesis', 'ath01210': '2-Oxocarboxylic acid metabolism'}	Q9FUY7
AT1G16410	ath:AT1G16410	K12154	homomethionine N-monooxygenase [EC:1.14.14.42]	{'ath00966': 'Glucosinolate biosynthesis', 'ath01110': 'Biosynthesis of secondary metabolites', 'ath01210': '2-Oxocarboxylic acid metabolism'}	Q949U1
AT5G06120	ath:AT5G06120	K18460	exportin-7	(--,--)	F4K2C2
AT4G30030	ath:AT4G30030	No_KO	--	(--,--)	Q9SZV6
AT1G08080	ath:AT1G08080	K01674	carbonic anhydrase [EC:4.2.1.1]	{'ath00910': 'Nitrogen metabolism'}	Q8L817
AT3G21970	ath:AT3G21970	No_KO	--	(--,--)	Q9LRL1
AT3G61150	ath:AT3G61150	K09338	homeobox-leucine zipper protein	(--,--)	Q9M2E8
AT3G52990	ath:AT3G52990	K00873	pyruvate kinase [EC:2.7.1.40]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00230': 'Purine metabolism', 'ath00010': 'Glycolysis / Gluconeogenesis', 'ath01230': 'Biosynthesis of amino acids', 'ath01200': 'Carbon metabolism', 'ath00620': 'Pyruvate metabolism', 'ath01100': 'Metabolic pathways'}	A8MR07
AT3G12400	ath:AT3G12400	K12183	ESCRT-I complex subunit TSG101	{'ath04144': 'Endocytosis'}	Q9LHG8
AT3G15548	ath:AT3G15548	No_KO	--	(--,--)	B3H4Q8
AT1G58250	ath:AT1G58250	No_KO	--	(--,--)	Q6IMT1
AT3G29040	ath:AT3G29040	No_KO	--	(--,--)	Q9LJW2
AT5G51450	ath:AT5G51450	K10636	autocrine motility factor receptor [EC:2.3.2.27]	{'ath04141': 'Protein processing in endoplasmic reticulum'}	Q8W4Q5
AT1G73440	ath:AT1G73440	No_KO	--	(--,--)	Q9FDZ8
AT3G54085	ath:AT3G54085	No_KO	--	(--,--)	Q8GRX8
AT3G14400	ath:AT3G14400	K11855	ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]	(--,--)	Q9FPS2
AT4G19191	ath:AT4G19191	No_KO	--	(--,--)	P0C8Q2
AT4G04920	ath:AT4G04920	No_KO	--	(--,--)	F4JGZ1
AT4G13120	No_KEGG	--	--	(--,--)	--
AT5G19930	ath:AT5G19930	No_KO	--	(--,--)	Q0WP96
AT1G15780	ath:AT1G15780	K14972	PAX-interacting protein 1	(--,--)	F4I171
AT3G02850	ath:AT3G02850	K21867	potassium channel	(--,--)	Q9M8S6
AT5G13000	ath:AT5G13000	K11000	callose synthase [EC:2.4.1.-]	(--,--)	Q9LXT9
AT3G02940	ath:AT3G02940	K09422	transcription factor MYB, plant	(--,--)	A0A1I9LP59
AT4G24750	ath:AT4G24750	No_KO	--	(--,--)	Q0WWT7
AT4G26670	ath:AT4G26670	No_KO	--	(--,--)	Q94EH2
AT5G16770	ath:AT5G16770	K09422	transcription factor MYB, plant	(--,--)	Q9LFE1
AT3G51375	ath:AT3G51375	No_KO	--	(--,--)	--
AT1G62035	ath:AT1G62035	No_KO	--	(--,--)	--
AT1G11735	ath:AT1G11735	No_KO	--	(--,--)	--
AT5G66045	ath:AT5G66045	No_KO	--	(--,--)	--
AT1G22060	ath:AT1G22060	No_KO	--	(--,--)	F4HZS8
AT3G28956	ath:AT3G28956	No_KO	--	(--,--)	A0A1I9LMM7
AT1G67240	No_KEGG	--	--	(--,--)	--
AT1G35990	No_KEGG	--	--	(--,--)	--
AT3G06130	ath:AT3G06130	No_KO	--	(--,--)	Q9M8K5
AT4G14615	ath:AT4G14615	No_KO	--	(--,--)	Q8L9X5
AT1G11100	ath:AT1G11100	No_KO	--	(--,--)	F4I7D2
AT1G51580	ath:AT1G51580	K21444	poly(rC)-binding protein 3/4	(--,--)	Q9C553
AT3G24650	ath:AT3G24650	No_KO	--	(--,--)	Q01593
AT3G63180	ath:AT3G63180	No_KO	--	(--,--)	A8MRY5
AT3G45580	ath:AT3G45580	No_KO	--	(--,--)	Q9M1E9
AT1G66930	ath:AT1G66930	No_KO	--	(--,--)	F4HQ23
AT1G27910	ath:AT1G27910	No_KO	--	(--,--)	Q9C7G1
AT2G01320	ath:AT2G01320	No_KO	--	(--,--)	Q9ZU35
AT4G07550	No_KEGG	--	--	(--,--)	--
AT5G38197	ath:AT5G38197	No_KO	--	(--,--)	A8MRC2
AT2G11110	No_KEGG	--	--	(--,--)	--
AT2G13250	No_KEGG	--	--	(--,--)	--
AT4G13420	ath:AT4G13420	K03549	KUP system potassium uptake protein	(--,--)	Q9M7K4
AT5G38383	No_KEGG	--	--	(--,--)	--
AT1G76260	ath:AT1G76260	No_KO	--	(--,--)	Q6NPN9
AT2G23840	ath:AT2G23840	No_KO	--	(--,--)	Q6NMJ9
AT4G07340	No_KEGG	--	--	(--,--)	--
AT5G28624	No_KEGG	--	--	(--,--)	--
AT5G18590	ath:AT5G18590	No_KO	--	(--,--)	Q0WWX4
AT2G29370	ath:AT2G29370	K08081	tropinone reductase I [EC:1.1.1.206]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00960': 'Tropane, piperidine and pyridine alkaloid biosynthesis', 'ath01100': 'Metabolic pathways'}	Q9ZW20
AT3G51238	ath:AT3G51238	No_KO	--	(--,--)	--
AT5G55480	ath:AT5G55480	No_KO	--	(--,--)	Q9FJ62
AT2G07718	ath:AT2G07718	No_KO	--	(--,--)	P93314
AT3G54850	ath:AT3G54850	No_KO	--	(--,--)	Q8VZ40
ATMG00590	No_KEGG	--	--	(--,--)	--
AT1G30110	ath:AT1G30110	No_KO	--	(--,--)	Q9C6Z2
AT1G48760	ath:AT1G48760	K12396	AP-3 complex subunit delta	(--,--)	Q9C744
AT1G62090	No_KEGG	--	--	(--,--)	--
AT2G23130	ath:AT2G23130	No_KO	--	(--,--)	O22194
AT5G63120	ath:AT5G63120	K12823	ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]	{'ath03040': 'Spliceosome'}	Q8W4R3
AT5G45800	ath:AT5G45800	No_KO	--	(--,--)	Q9FK63
AT1G80090	ath:AT1G80090	No_KO	--	(--,--)	Q8GXI9
AT1G35970	No_KEGG	--	--	(--,--)	--
AT1G30460	ath:AT1G30460	K14404	cleavage and polyadenylation specificity factor subunit 4	{'ath03015': 'mRNA surveillance pathway'}	A9LNK9
AT2G35050	ath:AT2G35050	No_KO	--	(--,--)	O64768
AT3G25500	ath:AT3G25500	No_KO	--	(--,--)	Q9SE97
AT3G59770	ath:AT3G59770	No_KO	--	(--,--)	Q7XZU0
AT4G27595	ath:AT4G27595	No_KO	--	(--,--)	F4JJP1
AT5G64540	ath:AT5G64540	No_KO	--	(--,--)	Q5BPE9
AT1G20960	ath:AT1G20960	K12854	pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]	{'ath03040': 'Spliceosome'}	Q9SYP1
AT1G20760	ath:AT1G20760	No_KO	--	(--,--)	Q9LM78
AT5G10180	ath:AT5G10180	K17469	sulfate transporter 2, low-affinity	(--,--)	O04722
AT5G43780	ath:AT5G43780	K13811	3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	{'ath00450': 'Selenocompound metabolism', 'ath00261': 'Monobactam biosynthesis', 'ath00230': 'Purine metabolism', 'ath00920': 'Sulfur metabolism', 'ath01100': 'Metabolic pathways'}	Q9S7D8
AT1G50930	ath:AT1G50930	No_KO	--	(--,--)	Q9C6I7
AT2G28780	ath:AT2G28780	No_KO	--	(--,--)	Q84W96
AT1G69792	ath:AT1G69792	No_KO	--	(--,--)	--
AT5G65140	ath:AT5G65140	K01087	trehalose 6-phosphate phosphatase [EC:3.1.3.12]	{'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways'}	Q5HZ05
AT1G26973	ath:AT1G26973	No_KO	--	(--,--)	--
AT1G69795	ath:AT1G69795	No_KO	--	(--,--)	--
AT1G05805	ath:AT1G05805	No_KO	--	(--,--)	Q8H102
AT3G43654	No_KEGG	--	--	(--,--)	--
AT3G61690	ath:AT3G61690	No_KO	--	(--,--)	A0A1I9LT31
AT4G34980	ath:AT4G34980	No_KO	--	(--,--)	O49607
AT2G39950	ath:AT2G39950	No_KO	--	(--,--)	F4IG26
AT2G36250	ath:AT2G36250	K03531	cell division protein FtsZ	(--,--)	O82533
AT3G09150	ath:AT3G09150	K08101	phytochromobilin:ferredoxin oxidoreductase [EC:1.3.7.4]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00860': 'Porphyrin and chlorophyll metabolism'}	Q9SR43
AT5G35780	No_KEGG	--	--	(--,--)	--
AT3G06250	ath:AT3G06250	No_KO	--	(--,--)	Q9M8J3
AT4G37580	ath:AT4G37580	No_KO	--	(--,--)	Q42381
AT5G25760	ath:AT5G25760	K10689	peroxin-4 [EC:2.3.2.23]	(--,--)	Q8LGF7
AT2G47860	ath:AT2G47860	No_KO	--	(--,--)	O82253
AT3G56800	ath:AT3G56800	K02183	calmodulin	{'ath04626': 'Plant-pathogen interaction', 'ath04070': 'Phosphatidylinositol signaling system', 'ath04016': 'MAPK signaling pathway - plant'}	P0DH97
AT4G20320	ath:AT4G20320	K01937	CTP synthase [EC:6.3.4.2]	{'ath00240': 'Pyrimidine metabolism', 'ath01100': 'Metabolic pathways'}	Q0WRY1
AT1G65940	No_KEGG	--	--	(--,--)	--
AT4G06547	No_KEGG	--	--	(--,--)	--
AT4G11470	ath:AT4G11470	No_KO	--	(--,--)	Q9LDM5
AT2G01220	ath:AT2G01220	No_KO	--	(--,--)	F4IM97
AT1G59820	ath:AT1G59820	K14802	phospholipid-transporting ATPase [EC:3.6.3.1]	(--,--)	Q9XIE6
AT3G20010	ath:AT3G20010	No_KO	--	(--,--)	Q9LHE4
AT1G13210	ath:AT1G13210	K01530	phospholipid-translocating ATPase [EC:3.6.3.1]	(--,--)	Q9SAF5
AT1G50400	ath:AT1G50400	K11518	mitochondrial import receptor subunit TOM40	(--,--)	Q9SX55
AT1G68710	ath:AT1G68710	K01530	phospholipid-translocating ATPase [EC:3.6.3.1]	(--,--)	Q9SX33
AT1G76310	ath:AT1G76310	K21777	G2/mitotic-specific cyclin-B, other	(--,--)	Q9SFW6
AT2G37360	ath:AT2G37360	No_KO	--	(--,--)	Q9ZUT0
AT2G23980	ath:AT2G23980	K05391	cyclic nucleotide gated channel, plant	{'ath04626': 'Plant-pathogen interaction'}	O82226
AT3G25610	ath:AT3G25610	K01530	phospholipid-translocating ATPase [EC:3.6.3.1]	(--,--)	Q9LI83
AT3G13900	ath:AT3G13900	K01530	phospholipid-translocating ATPase [EC:3.6.3.1]	(--,--)	Q9LVK9
AT3G05690	ath:AT3G05690	K08064	nuclear transcription factor Y, alpha	(--,--)	Q9M9X4
AT5G06510	ath:AT5G06510	K08064	nuclear transcription factor Y, alpha	(--,--)	Q8LFU0
AT1G48500	ath:AT1G48500	K13464	jasmonate ZIM domain-containing protein	{'ath04075': 'Plant hormone signal transduction'}	Q58G47
AT1G53683	ath:AT1G53683	No_KO	--	(--,--)	--
AT3G14385	ath:AT3G14385	No_KO	--	(--,--)	--
AT4G21595	ath:AT4G21595	No_KO	--	(--,--)	--
AT1G68560	ath:AT1G68560	K15925	alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	(--,--)	Q9S7Y7
AT1G53687	ath:AT1G53687	No_KO	--	(--,--)	--
AT2G10880	No_KEGG	--	--	(--,--)	--
AT2G07880	No_KEGG	--	--	(--,--)	--
AT2G10110	No_KEGG	--	--	(--,--)	--
AT2G15440	ath:AT2G15440	No_KO	--	(--,--)	Q9SJN8
AT3G43190	ath:AT3G43190	K00695	sucrose synthase [EC:2.4.1.13]	{'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways'}	Q9LXL5
AT5G37830	ath:AT5G37830	K01469	5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]	{'ath00480': 'Glutathione metabolism'}	Q9FIZ7
AT1G71830	ath:AT1G71830	K13418	somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]	(--,--)	Q94AG2
AT1G77610	ath:AT1G77610	No_KO	--	(--,--)	Q9C521
AT1G08315	ath:AT1G08315	No_KO	--	(--,--)	Q0WNZ8
AT2G42470	ath:AT2G42470	No_KO	--	(--,--)	P0DKG5
AT2G02170	ath:AT2G02170	No_KO	--	(--,--)	Q9ZUM1
AT2G10895	No_KEGG	--	--	(--,--)	--
AT3G18910	ath:AT3G18910	No_KO	--	(--,--)	Q9LJ74
AT3G28130	ath:AT3G28130	No_KO	--	(--,--)	Q56X95
AT3G28100	ath:AT3G28100	No_KO	--	(--,--)	Q9LRS5
AT2G33770	ath:AT2G33770	K10581	ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]	{'ath04120': 'Ubiquitin mediated proteolysis'}	Q8VY10
AT3G54700	ath:AT3G54700	K08176	MFS transporter, PHS family, inorganic phosphate transporter	(--,--)	Q494P0
AT3G59420	ath:AT3G59420	No_KO	--	(--,--)	Q9LX29
AT1G56560	ath:AT1G56560	No_KO	--	(--,--)	Q9FXA8
AT1G53708	ath:AT1G53708	No_KO	--	(--,--)	F4HTB2
AT3G22470	ath:AT3G22470	No_KO	--	(--,--)	Q6NQ83
AT1G31170	ath:AT1G31170	K12260	sulfiredoxin [EC:1.8.98.2]	(--,--)	Q8GY89
AT4G24560	ath:AT4G24560	K11855	ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]	(--,--)	Q9SB51
AT1G21270	ath:AT1G21270	No_KO	--	(--,--)	Q9LMP1
AT4G16060	ath:AT4G16060	No_KO	--	(--,--)	F4JKZ9
AT5G19820	ath:AT5G19820	K20222	importin-5	(--,--)	Q93VS8
AT5G22690	ath:AT5G22690	No_KO	--	(--,--)	A0A1P8BDK2
AT5G51630	ath:AT5G51630	No_KO	--	(--,--)	F4KDB8
AT1G60430	ath:AT1G60430	K05756	actin related protein 2/3 complex, subunit 3	{'ath04144': 'Endocytosis'}	Q1ECJ7
AT1G73670	ath:AT1G73670	No_KO	--	(--,--)	Q9C9U4
AT3G51480	ath:AT3G51480	K05387	glutamate receptor, ionotropic, plant	(--,--)	Q84W41
AT3G51478	No_KEGG	--	--	(--,--)	--
AT1G17450	ath:AT1G17450	K15199	general transcription factor 3C polypeptide 1	(--,--)	F4I7J9
AT1G44800	ath:AT1G44800	No_KO	--	(--,--)	Q9LPF1
AT2G41800	ath:AT2G41800	No_KO	--	(--,--)	O22940
AT3G19970	ath:AT3G19970	No_KO	--	(--,--)	Q9LHE8
AT5G33300	ath:AT5G33300	No_KO	--	(--,--)	Q5XET8
AT1G68010	ath:AT1G68010	K15893	hydroxypyruvate reductase 1	{'ath00260': 'Glycine, serine and threonine metabolism', 'ath00630': 'Glyoxylate and dicarboxylate metabolism', 'ath01200': 'Carbon metabolism', 'ath01100': 'Metabolic pathways', 'ath01110': 'Biosynthesis of secondary metabolites'}	Q9C9W5
AT4G21370	No_KEGG	--	--	(--,--)	--
AT5G47020	ath:AT5G47020	No_KO	--	(--,--)	F4KIY2
AT1G50990	ath:AT1G50990	No_KO	--	(--,--)	A0A1P8ANY4
AT1G80960	ath:AT1G80960	No_KO	--	(--,--)	Q9SAG4
AT2G19060	ath:AT2G19060	No_KO	--	(--,--)	O64469
AT3G10800	ath:AT3G10800	No_KO	--	(--,--)	Q9SG86
AT1G60070	ath:AT1G60070	K12391	AP-1 complex subunit gamma-1	(--,--)	Q9ZUI6
AT1G69860	ath:AT1G69860	No_KO	--	(--,--)	Q9CAR9
AT2G45160	ath:AT2G45160	No_KO	--	(--,--)	Q7XJM8
AT3G60630	ath:AT3G60630	No_KO	--	(--,--)	Q9M000
AT4G00150	ath:AT4G00150	No_KO	--	(--,--)	O81316
AT2G40620	ath:AT2G40620	No_KO	--	(--,--)	O22873
AT3G05530	ath:AT3G05530	K03065	26S proteasome regulatory subunit T5	{'ath03050': 'Proteasome'}	Q9SEI2
AT5G07505	No_KEGG	--	--	(--,--)	--
AT1G33240	ath:AT1G33240	No_KO	--	(--,--)	Q9C882
AT1G48280	ath:AT1G48280	No_KO	--	(--,--)	Q9SX62
AT1G70400	ath:AT1G70400	No_KO	--	(--,--)	Q5XVG8
AT2G32770	ath:AT2G32770	K22390	acid phosphatase type 7	(--,--)	O48840
AT2G35190	ath:AT2G35190	K08494	novel plant SNARE	(--,--)	Q944A9
AT3G48185	ath:AT3G48185	No_KO	--	(--,--)	Q8VZW8
AT5G09560	ath:AT5G09560	K21444	poly(rC)-binding protein 3/4	(--,--)	F4KDY1
AT1G09450	ath:AT1G09450	K16315	serine/threonine-protein kinase haspin [EC:2.7.11.1]	(--,--)	O80528
AT1G06150	ath:AT1G06150	No_KO	--	(--,--)	P0C7P8
AT1G35530	ath:AT1G35530	K10896	fanconi anemia group M protein	(--,--)	I3XHK1
AT3G58410	ath:AT3G58410	No_KO	--	(--,--)	Q9M2H5
AT5G59305	ath:AT5G59305	No_KO	--	(--,--)	Q8LDN4
AT4G27110	ath:AT4G27110	No_KO	--	(--,--)	Q9T045
AT2G42980	ath:AT2G42980	No_KO	--	(--,--)	Q9SJG1
AT4G31560	ath:AT4G31560	No_KO	--	(--,--)	Q9SV14
AT5G23890	ath:AT5G23890	No_KO	--	(--,--)	A0A1P8BAU8
AT1G57600	ath:AT1G57600	No_KO	--	(--,--)	Q8RY80
AT3G20935	ath:AT3G20935	No_KO	--	(--,--)	F4IWB9
AT4G09540	No_KEGG	--	--	(--,--)	--
AT5G19340	ath:AT5G19340	No_KO	--	(--,--)	Q6NM33
AT1G61460	ath:AT1G61460	No_KO	--	(--,--)	O64774
AT1G48410	ath:AT1G48410	K11593	eukaryotic translation initiation factor 2C	(--,--)	O04379
AT4G00238	ath:AT4G00238	No_KO	--	(--,--)	Q8LG05
AT5G59700	ath:AT5G59700	No_KO	--	(--,--)	Q9FN92
AT5G65450	ath:AT5G65450	K11855	ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]	(--,--)	Q9FKP5
AT3G07370	ath:AT3G07370	K09561	STIP1 homology and U-box containing protein 1 [EC:2.3.2.27]	{'ath04141': 'Protein processing in endoplasmic reticulum', 'ath04120': 'Ubiquitin mediated proteolysis'}	Q9SRS9
ATMG00320	No_KEGG	--	--	(--,--)	--
AT5G11350	ath:AT5G11350	No_KO	--	(--,--)	Q8VYU4
AT1G51470	ath:AT1G51470	K01237	myrosinase [EC:3.2.1.147]	{'ath00380': 'Tryptophan metabolism'}	Q3ECS3
AT1G51490	ath:AT1G51490	K01237	myrosinase [EC:3.2.1.147]	{'ath00380': 'Tryptophan metabolism'}	Q9C8K1
AT1G47600	ath:AT1G47600	K01237	myrosinase [EC:3.2.1.147]	{'ath00380': 'Tryptophan metabolism'}	Q8GRX1
AT2G31850	ath:AT2G31850	No_KO	--	(--,--)	Q9SKB5
AT3G14240	ath:AT3G14240	No_KO	--	(--,--)	Q9LUM3
AT3G49000	ath:AT3G49000	K03023	DNA-directed RNA polymerase III subunit RPC3	{'ath00230': 'Purine metabolism', 'ath03020': 'RNA polymerase', 'ath00240': 'Pyrimidine metabolism', 'ath01100': 'Metabolic pathways'}	Q8LPK6
AT4G07315	No_KEGG	--	--	(--,--)	--
AT4G18840	ath:AT4G18840	No_KO	--	(--,--)	O49399
AT2G13310	No_KEGG	--	--	(--,--)	--
AT2G14230	No_KEGG	--	--	(--,--)	--
AT1G42410	No_KEGG	--	--	(--,--)	--
AT2G13160	No_KEGG	--	--	(--,--)	--
AT2G34130	No_KEGG	--	--	(--,--)	--
AT4G02314	No_KEGG	--	--	(--,--)	--
AT5G29408	No_KEGG	--	--	(--,--)	--
AT5G53840	ath:AT5G53840	No_KO	--	(--,--)	Q9FGQ3
AT5G06400	ath:AT5G06400	No_KO	--	(--,--)	Q9FNG8
AT4G33300	ath:AT4G33300	No_KO	--	(--,--)	Q9SZA7
AT5G35073	No_KEGG	--	--	(--,--)	--
AT3G52072	ath:AT3G52072	No_KO	--	(--,--)	--
AT3G42386	No_KEGG	--	--	(--,--)	--
AT1G18170	ath:AT1G18170	No_KO	--	(--,--)	Q9LDY5
AT4G03700	No_KEGG	--	--	(--,--)	--
AT1G17590	ath:AT1G17590	K08064	nuclear transcription factor Y, alpha	(--,--)	Q9LNP6
AT1G54160	ath:AT1G54160	K08064	nuclear transcription factor Y, alpha	(--,--)	Q9SYH4
AT1G72830	ath:AT1G72830	K08064	nuclear transcription factor Y, alpha	(--,--)	Q93ZH2
AT3G13405	ath:AT3G13405	No_KO	--	(--,--)	--
AT3G20910	ath:AT3G20910	K08064	nuclear transcription factor Y, alpha	(--,--)	Q945M9
AT5G12840	ath:AT5G12840	K08064	nuclear transcription factor Y, alpha	(--,--)	Q9LXV5
AT2G33290	ath:AT2G33290	K11420	euchromatic histone-lysine N-methyltransferase [EC:2.1.1.43]	{'ath00310': 'Lysine degradation'}	O22781
AT1G59720	ath:AT1G59720	No_KO	--	(--,--)	Q0WQW5
AT1G73920	ath:AT1G73920	No_KO	--	(--,--)	Q949N8
AT4G35970	ath:AT4G35970	K00434	L-ascorbate peroxidase [EC:1.11.1.11]	{'ath00480': 'Glutathione metabolism', 'ath00053': 'Ascorbate and aldarate metabolism'}	Q7XZP5
AT3G60965	No_KEGG	--	--	(--,--)	--
AT1G68570	ath:AT1G68570	No_KO	--	(--,--)	Q9SX20
AT5G53010	ath:AT5G53010	No_KO	--	(--,--)	A0A1P8BEZ2
AT1G07390	ath:AT1G07390	No_KO	--	(--,--)	F4HQM6
AT2G34660	ath:AT2G34660	No_KO	--	(--,--)	Q42093
AT4G07320	No_KEGG	--	--	(--,--)	--
AT1G79480	ath:AT1G79480	No_KO	--	(--,--)	F4IF51
AT3G32091	No_KEGG	--	--	(--,--)	--
AT4G31900	ath:AT4G31900	No_KO	--	(--,--)	F4JTF6
AT1G26770	ath:AT1G26770	No_KO	--	(--,--)	Q9LDR9
AT1G70090	ath:AT1G70090	No_KO	--	(--,--)	O04536
AT2G39670	ath:AT2G39670	K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	(--,--)	O48815
AT1G70060	ath:AT1G70060	K11644	paired amphipathic helix protein Sin3a	(--,--)	O04539
AT1G76950	ath:AT1G76950	No_KO	--	(--,--)	Q947D2
AT2G46340	ath:AT2G46340	K16240	protein suppressor of PHYA-105 1	{'ath04712': 'Circadian rhythm - plant'}	Q9SYX2
AT4G08320	ath:AT4G08320	No_KO	--	(--,--)	F4JG03
AT2G45340	ath:AT2G45340	No_KO	--	(--,--)	O22138
AT3G11870	ath:AT3G11870	No_KO	--	(--,--)	Q9SF12
AT1G66190	ath:AT1G66190	No_KO	--	(--,--)	Q9C8C8
AT1G72680	ath:AT1G72680	K00083	cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00940': 'Phenylpropanoid biosynthesis', 'ath01100': 'Metabolic pathways'}	Q9CAI3
AT5G32518	No_KEGG	--	--	(--,--)	--
AT1G12370	ath:AT1G12370	K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	(--,--)	Q9SB00
AT3G03380	ath:AT3G03380	No_KO	--	(--,--)	Q8RY22
AT5G57660	ath:AT5G57660	No_KO	--	(--,--)	Q9FHH8
AT1G63770	ath:AT1G63770	K01256	aminopeptidase N [EC:3.4.11.2]	{'ath00480': 'Glutathione metabolism', 'ath01100': 'Metabolic pathways'}	Q8H0S9
AT5G16680	ath:AT5G16680	No_KO	--	(--,--)	F4KE59
AT2G33680	ath:AT2G33680	No_KO	--	(--,--)	P93005
AT3G52410	No_KEGG	--	--	(--,--)	--
AT3G28005	No_KEGG	--	--	(--,--)	--
AT5G35756	No_KEGG	--	--	(--,--)	--
AT1G43060	No_KEGG	--	--	(--,--)	--
AT3G42886	No_KEGG	--	--	(--,--)	--
AT3G32917	No_KEGG	--	--	(--,--)	--
AT3G29032	No_KEGG	--	--	(--,--)	--
AT2G07682	No_KEGG	--	--	(--,--)	--
AT4G04560	No_KEGG	--	--	(--,--)	--
AT1G43785	No_KEGG	--	--	(--,--)	--
AT3G31630	No_KEGG	--	--	(--,--)	--
AT4G04310	No_KEGG	--	--	(--,--)	--
AT4G23375	ath:AT4G23375	No_KO	--	(--,--)	--
AT3G43955	No_KEGG	--	--	(--,--)	--
AT3G22300	ath:AT3G22300	K02946	small subunit ribosomal protein S10	{'ath03010': 'Ribosome'}	P42797
AT4G04460	ath:AT4G04460	K08245	phytepsin [EC:3.4.23.40]	(--,--)	Q9XEC4
AT3G44215	No_KEGG	--	--	(--,--)	--
AT3G32115	No_KEGG	--	--	(--,--)	--
AT3G30716	No_KEGG	--	--	(--,--)	--
AT5G28641	No_KEGG	--	--	(--,--)	--
AT2G41451	ath:AT2G41451	No_KO	--	(--,--)	B3H5R0
AT4G29070	ath:AT4G29070	No_KO	--	(--,--)	Q2HIU1
AT5G53135	No_KEGG	--	--	(--,--)	--
AT5G35965	No_KEGG	--	--	(--,--)	--
AT5G41610	ath:AT5G41610	No_KO	--	(--,--)	Q9FFR9
AT5G56120	ath:AT5G56120	No_KO	--	(--,--)	Q6NPP2
AT3G30727	No_KEGG	--	--	(--,--)	--
AT3G62570	ath:AT3G62570	No_KO	--	(--,--)	Q8W591
AT3G10980	ath:AT3G10980	No_KO	--	(--,--)	Q8W4N1
AT1G79610	ath:AT1G79610	K14724	solute carrier family 9 (sodium/hydrogen exchanger), member 8	(--,--)	Q8RWU6
